ZipCode,YEAR,RegionID,City,Metro,CountyName,HOME_PRICE,NEXT_YEAR_PRICE,PRICE_CHANGE,PCT_PRICE_CHANGE (%)
90006,2012,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,379980.32562683267,460500.3633163225,80520.03768948984,21.190580737742238
90006,2013,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,460500.3633163225,518839.0214383602,58338.65812203771,12.668536828485472
90006,2014,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,518839.0214383602,513559.5744014533,-5279.447036906902,-1.0175501106818963
90006,2015,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,513559.5744014533,551678.8570969146,38119.28269546124,7.422562949953517
90006,2016,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,551678.8570969146,638435.4912201434,86756.63412322884,15.725930585733527
90006,2017,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,638435.4912201434,835033.2068326693,196597.71561252594,30.793669574477917
90006,2018,95987,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,835033.2068326693,844055.9549208089,9022.748088139575,1.0805256622504147
90007,2012,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,299980.6612721708,368472.2723007722,68491.61102860142,22.832008816214774
90007,2013,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,368472.2723007722,439237.68580084667,70765.41350007447,19.205085109446422
90007,2014,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,439237.68580084667,428168.42066751793,-11069.265133328736,-2.5201082446162455
90007,2015,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,428168.42066751793,475291.42372433626,47123.00305681833,11.005716625096545
90007,2016,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,475291.42372433626,544787.8950026748,69496.47127833852,14.621865198780801
90007,2017,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,544787.8950026748,725565.7654366335,180777.8704339587,33.18316579575821
90007,2018,95988,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,725565.7654366335,753070.9269621968,27505.161525563337,3.7908571263710584
90008,2012,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,387043.3504743953,457689.34856178734,70645.99808739201,18.252735255831652
90008,2013,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,457689.34856178734,518007.52173612424,60318.1731743369,13.178845731034977
90008,2014,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,518007.52173612424,511098.2844326686,-6909.237303455651,-1.3338102273687162
90008,2015,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,511098.2844326686,556900.0595251914,45801.77509252285,8.961441759360223
90008,2016,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,556900.0595251914,638902.3386561588,82002.27913096733,14.724774711082242
90008,2017,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,638902.3386561588,860760.2999604408,221857.96130428207,34.72486292207493
90008,2018,95989,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,860760.2999604408,886141.6774203004,25381.377459859592,2.948716089836634
90011,2012,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,171374.0485423226,219389.28811858824,48015.23957626565,28.017800819129153
90011,2013,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,219389.28811858824,258472.31551731695,39083.02739872871,17.814464750714194
90011,2014,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,258472.31551731695,261365.15516773556,2892.8396504186094,1.1192067686741474
90011,2015,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,261365.15516773556,287415.81661191396,26050.661444178404,9.967151676152067
90011,2016,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,287415.81661191396,340439.0793180573,53023.262706143316,18.448275857322948
90011,2017,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,340439.0793180573,431419.09029779024,90980.01097973296,26.7243147179159
90011,2018,95992,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,431419.09029779024,446867.8367953576,15448.746497567336,3.580913975527537
90012,2012,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,388328.6795935288,469864.3479529355,81535.6683594067,20.99656106902835
90012,2013,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,469864.3479529355,544114.3468904343,74249.99893749878,15.802433034339543
90012,2014,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,544114.3468904343,518166.4068118959,-25947.940078538377,-4.7688395328718265
90012,2015,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,518166.4068118959,549049.7918332604,30883.38502136455,5.9601287569720425
90012,2016,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,549049.7918332604,625157.5097626182,76107.71792935778,13.8617151051522
90012,2017,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,625157.5097626182,777249.9353007773,152092.4255381591,24.328656884552323
90012,2018,95993,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,777249.9353007773,774401.0041122505,-2848.931188526796,-0.36653990680929777
90015,2012,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,359350.10786225204,453966.39841929864,94616.2905570466,26.32983502354072
90015,2013,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,453966.39841929864,521823.1169263033,67856.71850700467,14.947520068287062
90015,2014,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,521823.1169263033,504904.4867597888,-16918.630166514486,-3.2422155358256948
90015,2015,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,504904.4867597888,554783.8475668512,49879.36080706236,9.878969610106228
90015,2016,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,554783.8475668512,639704.9737155545,84921.12614870328,15.307065359084795
90015,2017,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,639704.9737155545,796830.0446281818,157125.0709126274,24.562114938705047
90015,2018,95996,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,796830.0446281818,792989.4606516637,-3840.58397651813,-0.48198282712974627
90016,2012,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,319976.2417137471,403337.4400456497,83361.19833190262,26.05230872312017
90016,2013,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,403337.4400456497,466761.98981663096,63424.54977098125,15.72493487433323
90016,2014,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,466761.98981663096,464143.96983823896,-2618.019978391996,-0.5608897115680936
90016,2015,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,464143.96983823896,512485.43120393873,48341.46136569977,10.415186775462683
90016,2016,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,512485.43120393873,587427.9976378531,74942.56643391441,14.623355488927398
90016,2017,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,587427.9976378531,794377.0634400662,206949.06580221304,35.22969055516422
90016,2018,95997,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,794377.0634400662,812454.0619863061,18076.99854623992,2.275619397664518
90018,2012,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,272304.0073523642,332091.2430730196,59787.235720655415,21.956061646676435
90018,2013,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,332091.2430730196,394579.59768363927,62488.35461061966,18.816622212733215
90018,2014,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,394579.59768363927,395171.48217598,591.8844923407305,0.15000382579721816
90018,2015,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,395171.48217598,441364.7028267171,46193.220650737116,11.689411492038307
90018,2016,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,441364.7028267171,515189.76335644326,73825.06052972615,16.726543843881053
90018,2017,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,515189.76335644326,699298.7172728651,184108.95391642186,35.73614365257541
90018,2018,95999,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,699298.7172728651,719684.7249579626,20386.007685097517,2.915207361540595
90019,2012,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,569535.8563256095,679518.8731436406,109983.01681803109,19.31099080005117
90019,2013,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,679518.8731436406,769663.9871581934,90145.11401455279,13.266020647449682
90019,2014,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,769663.9871581934,730686.9262443274,-38977.06091386592,-5.0641658651302786
90019,2015,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,730686.9262443274,785283.9190761138,54596.992831786396,7.472008991923612
90019,2016,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,785283.9190761138,884326.2486802419,99042.32960412803,12.61229565488254
90019,2017,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,884326.2486802419,1157016.7145852307,272690.4659049888,30.835957466144297
90019,2018,96000,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1157016.7145852307,1145547.0368567556,-11469.677728475071,-0.9913147825687844
90020,2012,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1231760.3577872354,1432929.4933018964,201169.13551466097,16.331840381358447
90020,2013,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1432929.4933018964,1610519.2228973862,177589.7295954898,12.393472981442386
90020,2014,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1610519.2228973862,1459409.2666334056,-151109.9562639806,-9.382685665317794
90020,2015,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1459409.2666334056,1550268.502912991,90859.2362795854,6.225754375890822
90020,2016,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1550268.502912991,2105231.048942131,554962.54602914,35.79783405173699
90020,2017,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2105231.048942131,2787457.495548392,682226.4466062612,32.40625046590857
90020,2018,96001,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2787457.495548392,2754110.15767655,-33347.337871842086,-1.1963352956986157
90022,2012,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,240181.45823184747,288534.4218006937,48352.9635688462,20.131846948056676
90022,2013,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,288534.4218006937,329447.6155101555,40913.19370946183,14.17965782180498
90022,2014,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,329447.6155101555,327294.3846046831,-2153.2309054724174,-0.6535882501799568
90022,2015,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,327294.3846046831,352588.72796619404,25294.343361510953,7.728315715548341
90022,2016,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,352588.72796619404,408931.7627070586,56343.03474086453,15.979817354304831
90022,2017,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,408931.7627070586,485074.2770156918,76142.51430863322,18.619858189684937
90022,2018,96003,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,485074.2770156918,498399.12279177783,13324.845776086033,2.746970187342048
90023,2012,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,194824.7684356465,247084.49431510305,52259.72587945656,26.823964067340196
90023,2013,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,247084.49431510305,283723.47776307864,36638.983447975595,14.828523962839393
90023,2014,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,283723.47776307864,283176.46841595485,-547.0093471237924,-0.19279664532399707
90023,2015,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,283176.46841595485,313099.2299280795,29922.761512124678,10.56682487761358
90023,2016,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,313099.2299280795,368289.0725323919,55189.84260431235,17.626949327530998
90023,2017,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,368289.0725323919,456526.1800755886,88237.1075431967,23.95865479702389
90023,2018,96004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,456526.1800755886,469885.1005914009,13358.920515812293,2.926211266482113
90024,2012,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1316251.757764369,1504613.9035093558,188362.14574498683,14.310495285865121
90024,2013,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1504613.9035093558,1632500.2579901188,127886.35448076297,8.499612703463747
90024,2014,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1632500.2579901188,1470082.8910773338,-162417.366912785,-9.948994869547398
90024,2015,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1470082.8910773338,1577948.1778452322,107865.28676789836,7.337360867376022
90024,2016,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1577948.1778452322,1948714.5584229743,370766.3805777421,23.49673999332743
90024,2017,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1948714.5584229743,2509980.5971772354,561266.0387542611,28.80185999166927
90024,2018,96005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2509980.5971772354,2437461.7177459868,-72518.87943124864,-2.8892207179929814
90025,2012,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,764502.1130649411,906467.7396114192,141965.62654647802,18.56968399699095
90025,2013,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,906467.7396114192,998550.9340496926,92083.19443827344,10.158463496753594
90025,2014,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,998550.9340496926,933755.3275174744,-64795.60653221817,-6.488963589412018
90025,2015,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,933755.3275174744,1002224.291980434,68468.96446295956,7.332645120750674
90025,2016,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1002224.291980434,1148066.8124726985,145842.52049226454,14.551884409434345
90025,2017,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1148066.8124726985,1491063.4885449198,342996.67607222125,29.87602048468567
90025,2018,96006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1491063.4885449198,1428677.595807186,-62385.892737733666,-4.18398634377494
90026,2012,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,568045.8465151571,679282.4801165075,111236.63360135036,19.582333764741687
90026,2013,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,679282.4801165075,762117.5726380799,82835.09252157237,12.194498599075434
90026,2014,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,762117.5726380799,724649.2870263286,-37468.28561175126,-4.9163392837215785
90026,2015,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,724649.2870263286,773935.2441235414,49285.957097212784,6.801353148288143
90026,2016,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,773935.2441235414,884116.8747980989,110181.63067455753,14.23654388544289
90026,2017,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,884116.8747980989,1135639.264781742,251522.38998364296,28.448997768658334
90026,2018,96007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1135639.264781742,1111230.7905188382,-24408.474262903677,-2.149315810033632
90027,2012,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,901412.9528633764,1053349.3701474613,151936.41728408495,16.855362106951368
90027,2013,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1053349.3701474613,1147817.7342906492,94468.36414318788,8.968379041225703
90027,2014,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1147817.7342906492,1057405.493956508,-90412.24033414107,-7.8768812881267944
90027,2015,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1057405.493956508,1119270.0312876855,61864.53733117739,5.850597304889918
90027,2016,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1119270.0312876855,1307025.1482877766,187755.11700009112,16.774782827347273
90027,2017,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1307025.1482877766,1644399.821859489,337374.67357171234,25.81240873702227
90027,2018,96008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1644399.821859489,1610211.4866235685,-34188.3352359205,-2.0790768024567345
90028,2012,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,707999.9773249523,852087.1994294614,144087.22210450913,20.351303208923284
90028,2013,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,852087.1994294614,957916.1735204598,105828.97409099841,12.419969946956032
90028,2014,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,957916.1735204598,923878.8071171064,-34037.3664033534,-3.5532719192183473
90028,2015,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,923878.8071171064,942104.598327091,18225.79120998457,1.9727469739084897
90028,2016,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,942104.598327091,1033219.3433583574,91114.74503126647,9.671404342263084
90028,2017,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1033219.3433583574,1236677.0078245203,203457.6644661629,19.6916236396473
90028,2018,96009,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1236677.0078245203,1196085.7193710348,-40591.288453485584,-3.2822869833159642
90029,2012,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,515955.2735745556,623640.7095208279,107685.43594627228,20.8710796190189
90029,2013,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,623640.7095208279,709098.4701234704,85457.76060264255,13.703043963936176
90029,2014,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,709098.4701234704,673533.6041899185,-35564.86593355192,-5.01550453597217
90029,2015,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,673533.6041899185,706328.3107517731,32794.706561854575,4.869052762600891
90029,2016,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,706328.3107517731,828630.8789748357,122302.56822306267,17.315257842757457
90029,2017,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,828630.8789748357,1084183.3966053398,255552.5176305041,30.840332422401172
90029,2018,96010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1084183.3966053398,1071524.8538331816,-12658.542772158282,-1.167564713847596
90031,2012,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,285033.47478111676,358419.579069407,73386.10428829025,25.746486213468433
90031,2013,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,358419.579069407,403824.3121994913,45404.73313008429,12.668039298514936
90031,2014,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,403824.3121994913,393859.6863846775,-9964.62581481383,-2.4675646100998625
90031,2015,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,393859.6863846775,427392.7953671923,33533.10898251482,8.513973412796426
90031,2016,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,427392.7953671923,499638.6663021901,72245.8709349978,16.903857930718775
90031,2017,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,499638.6663021901,648367.8680701248,148729.20176793466,29.76735224851086
90031,2018,96012,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,648367.8680701248,654765.7258125311,6397.857742406311,0.9867635423466645
90032,2012,96013,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,273644.43077511893,334657.37022338173,61012.9394482628,22.296430179645515
90032,2013,96013,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,334657.37022338173,377282.8395620932,42625.46933871147,12.737047837990009
90032,2014,96013,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,377282.8395620932,369491.29619438,-7791.543367713224,-2.0651730083342135
90032,2015,96013,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,369491.29619438,403385.098665814,33893.802471434,9.173099020336146
90032,2016,96013,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,403385.098665814,464593.9800713384,61208.881405524444,15.17380825617289
